Suburb,Price,Date,CouncilArea
Maidstone,815000.0,17/09/2016,Maribyrnong
Maidstone,915000.0,17/09/2016,Maribyrnong
Maidstone,352500.0,18/03/2017,Maribyrnong
Maidstone,600000.0,18/06/2016,Maribyrnong
Maidstone,690000.0,18/06/2016,Maribyrnong
Maidstone,1350000.0,19/11/2016,Maribyrnong
Maidstone,930000.0,19/11/2016,Maribyrnong
Maidstone,510000.0,22/08/2016,Maribyrnong
Maidstone,725500.0,22/08/2016,Maribyrnong
Maidstone,746000.0,22/08/2016,Maribyrnong
Maidstone,750000.0,23/04/2016,Maribyrnong
Maidstone,360000.0,23/04/2016,Maribyrnong
Maidstone,765000.0,24/09/2016,Maribyrnong
Maidstone,1060000.0,24/09/2016,Maribyrnong
Maidstone,740000.0,25/02/2017,Maribyrnong
Maidstone,770000.0,25/02/2017,Maribyrnong
Maidstone,490000.0,26/07/2016,Maribyrnong
Maidstone,657000.0,26/07/2016,Maribyrnong
Maidstone,830000.0,27/11/2016,Maribyrnong
Maidstone,675000.0,28/05/2016,Maribyrnong
Maidstone,865000.0,28/08/2016,Maribyrnong
Maidstone,600000.0,28/08/2016,Maribyrnong
Maidstone,773000.0,30/07/2016,Maribyrnong
Maidstone,905000.0,30/07/2016,Maribyrnong
Malvern,570500.0,4/03/2017,Stonnington
Malvern,1350000.0,4/03/2017,Stonnington
Malvern,2050000.0,4/06/2016,Stonnington
Malvern,2300000.0,4/06/2016,Stonnington
Malvern,3460000.0,4/06/2016,Stonnington
Malvern,2400000.0,6/08/2016,Stonnington
Malvern,569000.0,7/05/2016,Stonnington
Malvern,2025000.0,7/05/2016,Stonnington
Malvern,1950000.0,7/05/2016,Stonnington
Malvern,1895000.0,7/11/2016,Stonnington
Malvern,635000.0,8/10/2016,Stonnington
Malvern,611000.0,8/10/2016,Stonnington
Malvern,1611000.0,12/11/2016,Stonnington
Malvern,3800000.0,13/08/2016,Stonnington
Malvern,1390000.0,14/05/2016,Stonnington
Malvern,780000.0,14/05/2016,Stonnington
Malvern,4700000.0,14/05/2016,Stonnington
Malvern,2415000.0,15/10/2016,Stonnington
Malvern,566000.0,15/10/2016,Stonnington
Malvern,1437000.0,16/04/2016,Stonnington
Malvern,500000.0,16/07/2016,Stonnington
Malvern,1155000.0,17/09/2016,Stonnington
Malvern,3010000.0,18/03/2017,Stonnington
Malvern,650000.0,18/06/2016,Stonnington
Malvern,3400000.0,18/06/2016,Stonnington
Malvern,2355000.0,18/06/2016,Stonnington
Malvern,4240000.0,19/11/2016,Stonnington
Malvern,927000.0,22/05/2016,Stonnington
Malvern,1326000.0,22/08/2016,Stonnington
Malvern,4525000.0,22/08/2016,Stonnington
Malvern,660000.0,24/09/2016,Stonnington
Malvern,1617000.0,24/09/2016,Stonnington
Malvern,1965000.0,25/02/2017,Stonnington
Malvern,2325000.0,25/02/2017,Stonnington
Malvern,3470000.0,25/02/2017,Stonnington
Malvern,740000.0,25/02/2017,Stonnington
Malvern,2325000.0,25/02/2017,Stonnington
Malvern,1970000.0,27/06/2016,Stonnington
Malvern,405000.0,27/06/2016,Stonnington
Malvern,1475000.0,27/11/2016,Stonnington
Malvern,640000.0,27/11/2016,Stonnington
Malvern,700000.0,27/11/2016,Stonnington
Malvern,1000000.0,28/05/2016,Stonnington
Malvern,584000.0,28/08/2016,Stonnington
Malvern,420000.0,28/08/2016,Stonnington
Malvern,2300000.0,30/07/2016,Stonnington
Malvern East,1490000.0,3/09/2016,Stonnington
Malvern East,1210000.0,3/09/2016,Stonnington
Malvern East,1300000.0,3/09/2016,Stonnington
Malvern East,1675000.0,3/09/2016,Stonnington
Malvern East,980000.0,3/12/2016,Stonnington
Malvern East,2400000.0,3/12/2016,Stonnington
Malvern East,2355000.0,3/12/2016,Stonnington
Malvern East,1036000.0,3/12/2016,Stonnington
Malvern East,1301000.0,3/12/2016,Stonnington
Malvern East,2273000.0,3/12/2016,Stonnington
Malvern East,2350000.0,3/12/2016,Stonnington
Malvern East,1215000.0,4/03/2017,Stonnington
Malvern East,447000.0,4/03/2017,Stonnington
Malvern East,2200000.0,4/03/2017,Stonnington
Malvern East,2200000.0,4/03/2017,Stonnington
Malvern East,790000.0,4/03/2017,Stonnington
Malvern East,2250000.0,4/03/2017,Stonnington
Malvern East,1185000.0,4/06/2016,Stonnington
Malvern East,1837000.0,6/08/2016,Stonnington
Malvern East,1105000.0,6/08/2016,Stonnington
Malvern East,1253000.0,7/05/2016,Stonnington
Malvern East,1505000.0,7/11/2016,Stonnington
Malvern East,1500000.0,7/11/2016,Stonnington
Malvern East,1400000.0,7/11/2016,Stonnington
Malvern East,720000.0,8/10/2016,Stonnington
Malvern East,2210000.0,8/10/2016,Stonnington
Malvern East,940000.0,8/10/2016,Stonnington
Malvern East,1810000.0,10/09/2016,Stonnington
Malvern East,922000.0,10/09/2016,Stonnington
Malvern East,4802500.0,10/12/2016,Stonnington
Malvern East,350000.0,10/12/2016,Stonnington
Malvern East,1555000.0,12/06/2016,Stonnington
Malvern East,2123000.0,12/11/2016,Stonnington
Malvern East,2800000.0,12/11/2016,Stonnington
Malvern East,2305000.0,13/08/2016,Stonnington
Malvern East,1700000.0,14/05/2016,Stonnington
Malvern East,2500000.0,14/05/2016,Stonnington
Malvern East,370000.0,14/05/2016,Stonnington
Malvern East,1150000.0,14/05/2016,Stonnington
Malvern East,1600000.0,15/10/2016,Stonnington
Malvern East,2001000.0,15/10/2016,Stonnington
Malvern East,1915000.0,16/04/2016,Stonnington
Malvern East,1690000.0,16/04/2016,Stonnington
Malvern East,1135000.0,17/09/2016,Stonnington
Malvern East,1240000.0,18/03/2017,Stonnington
Malvern East,1120000.0,18/03/2017,Stonnington
Malvern East,1625000.0,18/03/2017,Stonnington
Malvern East,1500000.0,18/03/2017,Stonnington
Malvern East,1400000.0,18/06/2016,Stonnington
Malvern East,707500.0,18/06/2016,Stonnington
Malvern East,835000.0,18/06/2016,Stonnington
Malvern East,1870000.0,19/11/2016,Stonnington
Malvern East,1580000.0,19/11/2016,Stonnington
Malvern East,820000.0,22/05/2016,Stonnington
Malvern East,480000.0,22/05/2016,Stonnington
Malvern East,1420000.0,22/08/2016,Stonnington
Malvern East,1370000.0,22/08/2016,Stonnington
Malvern East,1680000.0,22/08/2016,Stonnington
Malvern East,2960000.0,22/08/2016,Stonnington
Malvern East,2110000.0,22/08/2016,Stonnington
Malvern East,1300000.0,22/08/2016,Stonnington
Malvern East,1750000.0,22/08/2016,Stonnington
Malvern East,300000.0,23/04/2016,Stonnington
Malvern East,1100000.0,24/09/2016,Stonnington
Malvern East,373000.0,24/09/2016,Stonnington
Malvern East,1230000.0,24/09/2016,Stonnington
Malvern East,536000.0,24/09/2016,Stonnington
Malvern East,2412000.0,25/02/2017,Stonnington
Malvern East,2560000.0,25/02/2017,Stonnington
Malvern East,960000.0,25/02/2017,Stonnington
Malvern East,315000.0,27/11/2016,Stonnington
Malvern East,1297000.0,27/11/2016,Stonnington
Malvern East,1015000.0,27/11/2016,Stonnington
Malvern East,523000.0,27/11/2016,Stonnington
Malvern East,1335000.0,27/11/2016,Stonnington
Malvern East,1055000.0,27/11/2016,Stonnington
Malvern East,425000.0,27/11/2016,Stonnington
Malvern East,1670000.0,27/11/2016,Stonnington
Malvern East,1350000.0,27/11/2016,Stonnington
Malvern East,1650000.0,28/05/2016,Stonnington
Malvern East,1550000.0,28/08/2016,Stonnington
Malvern East,950000.0,28/08/2016,Stonnington
Malvern East,1782500.0,28/08/2016,Stonnington
Malvern East,2490000.0,30/07/2016,Stonnington
Malvern East,500000.0,30/07/2016,Stonnington
Malvern East,650000.0,30/07/2016,Stonnington
Maribyrnong,870000.0,3/12/2016,Maribyrnong
Maribyrnong,635000.0,3/12/2016,Maribyrnong
Maribyrnong,975000.0,3/12/2016,Maribyrnong
Maribyrnong,560000.0,4/02/2016,Maribyrnong
Maribyrnong,560000.0,4/02/2016,Maribyrnong
Maribyrnong,355000.0,4/06/2016,Maribyrnong
Maribyrnong,550000.0,7/05/2016,Maribyrnong
Maribyrnong,420000.0,7/05/2016,Maribyrnong
Maribyrnong,399000.0,7/05/2016,Maribyrnong
Maribyrnong,940000.0,7/05/2016,Maribyrnong
Maribyrnong,1105000.0,7/05/2016,Maribyrnong
Maribyrnong,730000.0,7/11/2016,Maribyrnong
Maribyrnong,425000.0,7/11/2016,Maribyrnong
Maribyrnong,662500.0,7/11/2016,Maribyrnong
Maribyrnong,986500.0,8/10/2016,Maribyrnong
Maribyrnong,410000.0,10/09/2016,Maribyrnong
Maribyrnong,930000.0,10/09/2016,Maribyrnong
Maribyrnong,920000.0,10/09/2016,Maribyrnong
Maribyrnong,1320000.0,10/09/2016,Maribyrnong
Maribyrnong,1150000.0,10/09/2016,Maribyrnong
Maribyrnong,680000.0,10/09/2016,Maribyrnong
Maribyrnong,990000.0,10/12/2016,Maribyrnong
Maribyrnong,330000.0,10/12/2016,Maribyrnong
Maribyrnong,1011000.0,11/02/2017,Maribyrnong
Maribyrnong,847000.0,12/11/2016,Maribyrnong
Maribyrnong,400000.0,12/11/2016,Maribyrnong
Maribyrnong,1100000.0,14/05/2016,Maribyrnong
Maribyrnong,1072000.0,14/05/2016,Maribyrnong
Maribyrnong,479000.0,14/05/2016,Maribyrnong
Maribyrnong,470000.0,14/05/2016,Maribyrnong
Maribyrnong,510000.0,14/05/2016,Maribyrnong
Maribyrnong,865000.0,16/04/2016,Maribyrnong
Maribyrnong,488000.0,16/04/2016,Maribyrnong
Maribyrnong,940000.0,16/04/2016,Maribyrnong
Maribyrnong,570000.0,16/04/2016,Maribyrnong
Maribyrnong,335000.0,17/09/2016,Maribyrnong
Maribyrnong,1900000.0,17/09/2016,Maribyrnong
Maribyrnong,429000.0,18/03/2017,Maribyrnong
Maribyrnong,495000.0,18/03/2017,Maribyrnong
Maribyrnong,820000.0,18/03/2017,Maribyrnong
Maribyrnong,456000.0,18/03/2017,Maribyrnong
Maribyrnong,566000.0,18/06/2016,Maribyrnong
Maribyrnong,408000.0,18/06/2016,Maribyrnong
Maribyrnong,1040000.0,18/06/2016,Maribyrnong
Maribyrnong,470000.0,19/11/2016,Maribyrnong
Maribyrnong,1460000.0,19/11/2016,Maribyrnong
Maribyrnong,780000.0,22/05/2016,Maribyrnong
Maribyrnong,675000.0,22/05/2016,Maribyrnong
Maribyrnong,440000.0,22/08/2016,Maribyrnong
Maribyrnong,1048700.0,23/04/2016,Maribyrnong
Maribyrnong,400000.0,24/09/2016,Maribyrnong
Maribyrnong,1215000.0,24/09/2016,Maribyrnong
Maribyrnong,1180000.0,25/02/2017,Maribyrnong
Maribyrnong,1117000.0,25/02/2017,Maribyrnong
Maribyrnong,420000.0,25/02/2017,Maribyrnong
Maribyrnong,1000000.0,25/02/2017,Maribyrnong
Maribyrnong,770000.0,26/07/2016,Maribyrnong
Maribyrnong,905000.0,27/06/2016,Maribyrnong
Maribyrnong,1151000.0,27/06/2016,Maribyrnong
Maribyrnong,907000.0,27/11/2016,Maribyrnong
Maribyrnong,570000.0,27/11/2016,Maribyrnong
Maribyrnong,820000.0,28/05/2016,Maribyrnong
Maribyrnong,940000.0,28/05/2016,Maribyrnong
Maribyrnong,1030000.0,28/05/2016,Maribyrnong
Maribyrnong,1350000.0,28/05/2016,Maribyrnong
Maribyrnong,1230000.0,28/08/2016,Maribyrnong
Maribyrnong,460000.0,30/07/2016,Maribyrnong
Maribyrnong,884500.0,30/07/2016,Maribyrnong
Maribyrnong,1010000.0,30/07/2016,Maribyrnong
Maribyrnong,820000.0,30/07/2016,Maribyrnong
Maribyrnong,820000.0,30/07/2016,Maribyrnong
Maribyrnong,330000.0,30/07/2016,Maribyrnong
Melbourne,427000.0,3/12/2016,Melbourne
Melbourne,1160500.0,4/03/2017,Melbourne
Melbourne,780000.0,4/06/2016,Melbourne
Melbourne,535000.0,7/05/2016,Melbourne
Melbourne,450000.0,7/11/2016,Melbourne
Melbourne,360000.0,7/11/2016,Melbourne
Melbourne,665000.0,7/11/2016,Melbourne
Melbourne,386000.0,10/09/2016,Melbourne
Melbourne,659000.0,10/09/2016,Melbourne
Melbourne,671000.0,10/12/2016,Melbourne
Melbourne,545000.0,12/11/2016,Melbourne
Melbourne,450000.0,12/11/2016,Melbourne
Melbourne,432000.0,13/08/2016,Melbourne
Melbourne,400000.0,13/08/2016,Melbourne
Melbourne,210000.0,13/08/2016,Melbourne
Melbourne,750000.0,15/10/2016,Melbourne
Melbourne,375000.0,15/10/2016,Melbourne
Melbourne,680000.0,17/09/2016,Melbourne
Melbourne,470000.0,18/03/2017,Melbourne
Melbourne,650000.0,18/03/2017,Melbourne
Melbourne,483000.0,18/03/2017,Melbourne
Melbourne,610000.0,18/06/2016,Melbourne
Melbourne,700000.0,19/11/2016,Melbourne
Melbourne,520000.0,19/11/2016,Melbourne
Melbourne,440000.0,22/08/2016,Melbourne
Melbourne,436000.0,23/04/2016,Melbourne
Melbourne,733000.0,24/09/2016,Melbourne
Melbourne,675000.0,24/09/2016,Melbourne
Melbourne,1630000.0,25/02/2017,Melbourne
Melbourne,760000.0,28/05/2016,Melbourne
Melbourne,360000.0,28/08/2016,Melbourne
Melbourne,390000.0,30/07/2016,Melbourne
Middle Park,2600000.0,3/09/2016,Port Phillip
Middle Park,2350000.0,3/12/2016,Port Phillip
Middle Park,2956000.0,4/03/2017,Port Phillip
Middle Park,535000.0,4/06/2016,Port Phillip
Middle Park,400000.0,8/10/2016,Port Phillip
Middle Park,1690000.0,13/08/2016,Port Phillip
Middle Park,1020000.0,14/05/2016,Port Phillip
Middle Park,1515000.0,14/05/2016,Port Phillip
Middle Park,700000.0,16/04/2016,Port Phillip
Middle Park,2360000.0,18/06/2016,Port Phillip
Middle Park,2005000.0,18/06/2016,Port Phillip
Middle Park,702000.0,18/06/2016,Port Phillip
Middle Park,3120000.0,19/11/2016,Port Phillip
Middle Park,1025000.0,23/04/2016,Port Phillip
Middle Park,1920000.0,25/02/2017,Port Phillip
Middle Park,2623000.0,26/07/2016,Port Phillip
Middle Park,1500000.0,27/06/2016,Port Phillip
Middle Park,1630000.0,27/11/2016,Port Phillip
Middle Park,1910000.0,28/08/2016,Port Phillip
Mont Albert,1320000.0,3/09/2016,Whitehorse
Mont Albert,2850000.0,3/09/2016,Whitehorse
Mont Albert,750000.0,4/02/2016,Whitehorse
Mont Albert,2588000.0,7/11/2016,Whitehorse
Mont Albert,1955000.0,8/10/2016,Whitehorse
Mont Albert,1400000.0,10/12/2016,Whitehorse
Mont Albert,665000.0,10/12/2016,Whitehorse
Mont Albert,2714000.0,12/11/2016,Whitehorse
Mont Albert,2350000.0,12/11/2016,Whitehorse
Mont Albert,2200000.0,13/08/2016,Whitehorse
Mont Albert,660000.0,14/05/2016,Whitehorse
Mont Albert,1310000.0,15/10/2016,Whitehorse
Mont Albert,540000.0,15/10/2016,Whitehorse
Mont Albert,2335000.0,18/03/2017,Whitehorse
Mont Albert,2000000.0,18/06/2016,Whitehorse
Mont Albert,1815000.0,19/11/2016,Whitehorse
Mont Albert,725000.0,19/11/2016,Whitehorse
Mont Albert,3900000.0,25/02/2017,Whitehorse
Mont Albert,666000.0,26/07/2016,Whitehorse
Mont Albert,1200000.0,27/06/2016,Whitehorse
Mont Albert,1564000.0,27/11/2016,Whitehorse
Mont Albert,520000.0,28/05/2016,Whitehorse
Moonee Ponds,670000.0,3/09/2016,Moonee Valley
Moonee Ponds,1715000.0,3/12/2016,Moonee Valley
Moonee Ponds,1055000.0,3/12/2016,Moonee Valley
Moonee Ponds,348000.0,3/12/2016,Moonee Valley
Moonee Ponds,1780000.0,4/03/2017,Moonee Valley
Moonee Ponds,2150000.0,4/03/2017,Moonee Valley
Moonee Ponds,1730000.0,4/03/2017,Moonee Valley
Moonee Ponds,1440000.0,4/03/2017,Moonee Valley
Moonee Ponds,1225000.0,4/03/2017,Moonee Valley
Moonee Ponds,1445000.0,7/05/2016,Moonee Valley
Moonee Ponds,990000.0,7/11/2016,Moonee Valley
Moonee Ponds,1400000.0,7/11/2016,Moonee Valley
Moonee Ponds,1550000.0,8/10/2016,Moonee Valley
Moonee Ponds,1170000.0,8/10/2016,Moonee Valley
Moonee Ponds,1120000.0,8/10/2016,Moonee Valley
Moonee Ponds,675000.0,8/10/2016,Moonee Valley
Moonee Ponds,880000.0,8/10/2016,Moonee Valley
Moonee Ponds,1530000.0,10/09/2016,Moonee Valley
Moonee Ponds,1350000.0,10/09/2016,Moonee Valley
Moonee Ponds,832000.0,10/09/2016,Moonee Valley
Moonee Ponds,420000.0,10/09/2016,Moonee Valley
Moonee Ponds,2400000.0,10/09/2016,Moonee Valley
Moonee Ponds,565000.0,10/09/2016,Moonee Valley
Moonee Ponds,550000.0,10/09/2016,Moonee Valley
Moonee Ponds,1211000.0,10/09/2016,Moonee Valley
Moonee Ponds,2405000.0,10/12/2016,Moonee Valley
Moonee Ponds,1395000.0,10/12/2016,Moonee Valley
Moonee Ponds,1630000.0,10/12/2016,Moonee Valley
Moonee Ponds,1160000.0,10/12/2016,Moonee Valley
Moonee Ponds,1065000.0,10/12/2016,Moonee Valley
Moonee Ponds,1361500.0,10/12/2016,Moonee Valley
Moonee Ponds,945000.0,10/12/2016,Moonee Valley
Moonee Ponds,360000.0,10/12/2016,Moonee Valley
Moonee Ponds,860000.0,11/02/2017,Moonee Valley
Moonee Ponds,1260000.0,11/02/2017,Moonee Valley
Moonee Ponds,1637000.0,12/11/2016,Moonee Valley
Moonee Ponds,1505000.0,12/11/2016,Moonee Valley
Moonee Ponds,515000.0,12/11/2016,Moonee Valley
Moonee Ponds,1100000.0,13/08/2016,Moonee Valley
Moonee Ponds,330000.0,14/05/2016,Moonee Valley
Moonee Ponds,1145000.0,14/05/2016,Moonee Valley
Moonee Ponds,1322000.0,14/05/2016,Moonee Valley
Moonee Ponds,1015000.0,14/05/2016,Moonee Valley
Moonee Ponds,750000.0,15/10/2016,Moonee Valley
Moonee Ponds,1013000.0,15/10/2016,Moonee Valley
Moonee Ponds,840000.0,15/10/2016,Moonee Valley
Moonee Ponds,1150000.0,15/10/2016,Moonee Valley
Moonee Ponds,1900000.0,15/10/2016,Moonee Valley
Moonee Ponds,890500.0,15/10/2016,Moonee Valley
Moonee Ponds,2340000.0,15/10/2016,Moonee Valley
Moonee Ponds,1370000.0,16/04/2016,Moonee Valley
Moonee Ponds,1400000.0,16/04/2016,Moonee Valley
Moonee Ponds,1310000.0,16/04/2016,Moonee Valley
Moonee Ponds,1833000.0,16/04/2016,Moonee Valley
Moonee Ponds,855000.0,16/07/2016,Moonee Valley
Moonee Ponds,930000.0,16/07/2016,Moonee Valley
Moonee Ponds,1640000.0,16/07/2016,Moonee Valley
Moonee Ponds,1480000.0,17/09/2016,Moonee Valley
Moonee Ponds,672000.0,17/09/2016,Moonee Valley
Moonee Ponds,410000.0,17/09/2016,Moonee Valley
Moonee Ponds,980000.0,18/03/2017,Moonee Valley
Moonee Ponds,1055000.0,18/03/2017,Moonee Valley
Moonee Ponds,440000.0,18/03/2017,Moonee Valley
Moonee Ponds,1435000.0,18/03/2017,Moonee Valley
Moonee Ponds,1275000.0,18/03/2017,Moonee Valley
Moonee Ponds,842500.0,18/06/2016,Moonee Valley
Moonee Ponds,1345000.0,18/06/2016,Moonee Valley
Moonee Ponds,265000.0,19/11/2016,Moonee Valley
Moonee Ponds,849000.0,19/11/2016,Moonee Valley
Moonee Ponds,1425000.0,22/05/2016,Moonee Valley
Moonee Ponds,1345000.0,22/05/2016,Moonee Valley
Moonee Ponds,330000.0,22/05/2016,Moonee Valley
Moonee Ponds,726000.0,22/05/2016,Moonee Valley
Moonee Ponds,1250000.0,23/04/2016,Moonee Valley
Moonee Ponds,870000.0,23/04/2016,Moonee Valley
Moonee Ponds,801000.0,23/04/2016,Moonee Valley
Moonee Ponds,1725000.0,24/09/2016,Moonee Valley
Moonee Ponds,415000.0,24/09/2016,Moonee Valley
Moonee Ponds,650000.0,24/09/2016,Moonee Valley
Moonee Ponds,600000.0,24/09/2016,Moonee Valley
Moonee Ponds,1505000.0,25/02/2017,Moonee Valley
Moonee Ponds,850000.0,26/07/2016,Moonee Valley
Moonee Ponds,292000.0,27/06/2016,Moonee Valley
Moonee Ponds,956000.0,27/06/2016,Moonee Valley
Moonee Ponds,1740000.0,27/06/2016,Moonee Valley
Moonee Ponds,1683000.0,27/06/2016,Moonee Valley
Moonee Ponds,574000.0,27/11/2016,Moonee Valley
Moonee Ponds,470000.0,27/11/2016,Moonee Valley
Moonee Ponds,1130000.0,27/11/2016,Moonee Valley
Moonee Ponds,730000.0,28/05/2016,Moonee Valley
Moonee Ponds,831000.0,28/05/2016,Moonee Valley
Moonee Ponds,930000.0,28/08/2016,Moonee Valley
Moonee Ponds,800000.0,28/08/2016,Moonee Valley
Moonee Ponds,1111000.0,28/08/2016,Moonee Valley
Moonee Ponds,900000.0,28/08/2016,Moonee Valley
Moonee Ponds,822500.0,28/08/2016,Moonee Valley
Moonee Ponds,1400000.0,28/08/2016,Moonee Valley
Moonee Ponds,336000.0,28/08/2016,Moonee Valley
Moonee Ponds,800000.0,30/07/2016,Moonee Valley
Moorabbin,1224000.0,3/09/2016,Kingston
Moorabbin,1020000.0,3/09/2016,Kingston
Moorabbin,1000000.0,3/09/2016,Kingston
Moorabbin,380500.0,3/09/2016,Kingston
Moorabbin,930000.0,3/12/2016,Kingston
Moorabbin,1090000.0,3/12/2016,Kingston
Moorabbin,947500.0,3/12/2016,Kingston
Moorabbin,836000.0,3/12/2016,Kingston
Moorabbin,1417250.0,4/02/2016,Kingston
Moorabbin,980000.0,4/03/2017,Kingston
Moorabbin,1110000.0,4/03/2017,Kingston
Moorabbin,950000.0,4/06/2016,Kingston
Moorabbin,1140000.0,4/06/2016,Kingston
Moorabbin,750000.0,7/05/2016,Kingston
Moorabbin,931000.0,7/11/2016,Kingston
Moorabbin,1000000.0,7/11/2016,Kingston
Moorabbin,655000.0,8/10/2016,Kingston
Moorabbin,1200000.0,8/10/2016,Kingston
Moorabbin,987000.0,10/09/2016,Kingston
Moorabbin,937000.0,10/09/2016,Kingston
Moorabbin,1426000.0,10/09/2016,Kingston
Moorabbin,1016000.0,11/02/2017,Kingston
Moorabbin,910000.0,12/11/2016,Kingston
Moorabbin,1385000.0,14/05/2016,Kingston
Moorabbin,785000.0,16/04/2016,Kingston
Moorabbin,901000.0,16/07/2016,Kingston
Moorabbin,1300000.0,17/09/2016,Kingston
Moorabbin,975000.0,17/09/2016,Kingston
Moorabbin,1070000.0,18/03/2017,Kingston
Moorabbin,639000.0,19/11/2016,Kingston
Moorabbin,605000.0,19/11/2016,Kingston
Moorabbin,960000.0,19/11/2016,Kingston
Moorabbin,725000.0,22/05/2016,Kingston
Moorabbin,981000.0,22/05/2016,Kingston
Moorabbin,975000.0,22/08/2016,Kingston
Moorabbin,800000.0,26/07/2016,Kingston
Moorabbin,921000.0,26/07/2016,Kingston
Moorabbin,917000.0,26/07/2016,Kingston
Moorabbin,890000.0,26/07/2016,Kingston
Moorabbin,1008000.0,27/06/2016,Kingston
Moorabbin,1191000.0,27/11/2016,Kingston
Moorabbin,1130000.0,27/11/2016,Kingston
Moorabbin,776000.0,27/11/2016,Kingston
Moorabbin,1035000.0,28/05/2016,Kingston
Moorabbin,920000.0,28/05/2016,Kingston
Moorabbin,1160000.0,28/05/2016,Kingston
Moorabbin,825000.0,28/05/2016,Kingston
Moorabbin,800000.0,28/08/2016,Kingston
Moorabbin,240000.0,30/07/2016,Kingston
Moorabbin,1105000.0,30/07/2016,Kingston
Newport,1025000.0,3/09/2016,Hobsons Bay
Newport,826000.0,3/09/2016,Hobsons Bay
Newport,900000.0,3/12/2016,Hobsons Bay
Newport,962000.0,3/12/2016,Hobsons Bay
Newport,800000.0,4/03/2017,Hobsons Bay
Newport,785000.0,4/03/2017,Hobsons Bay
Newport,710000.0,4/06/2016,Hobsons Bay
Newport,920000.0,4/06/2016,Hobsons Bay
Newport,940000.0,4/06/2016,Hobsons Bay
Newport,655800.0,6/08/2016,Hobsons Bay
Newport,1082000.0,6/08/2016,Hobsons Bay
Newport,1210000.0,6/08/2016,Hobsons Bay
Newport,880000.0,7/05/2016,Hobsons Bay
Newport,335000.0,7/05/2016,Hobsons Bay
Newport,1260000.0,7/05/2016,Hobsons Bay
Newport,1400000.0,7/05/2016,Hobsons Bay
Newport,995000.0,7/11/2016,Hobsons Bay
Newport,1380000.0,7/11/2016,Hobsons Bay
Newport,1220000.0,8/10/2016,Hobsons Bay
Newport,785000.0,8/10/2016,Hobsons Bay
Newport,962000.0,8/10/2016,Hobsons Bay
Newport,860000.0,10/09/2016,Hobsons Bay
Newport,1220000.0,10/09/2016,Hobsons Bay
Newport,930000.0,10/09/2016,Hobsons Bay
Newport,930000.0,10/12/2016,Hobsons Bay
Newport,800000.0,10/12/2016,Hobsons Bay
Newport,1305000.0,10/12/2016,Hobsons Bay
Newport,1060000.0,10/12/2016,Hobsons Bay
Newport,485000.0,10/12/2016,Hobsons Bay
Newport,950000.0,10/12/2016,Hobsons Bay
Newport,910000.0,11/02/2017,Hobsons Bay
Newport,810000.0,12/11/2016,Hobsons Bay
Newport,776000.0,12/11/2016,Hobsons Bay
Newport,1002500.0,14/05/2016,Hobsons Bay
Newport,807500.0,14/05/2016,Hobsons Bay
Newport,1120000.0,14/05/2016,Hobsons Bay
Newport,950000.0,14/05/2016,Hobsons Bay
Newport,1620000.0,14/05/2016,Hobsons Bay
Newport,923000.0,15/10/2016,Hobsons Bay
Newport,1030000.0,15/10/2016,Hobsons Bay
Newport,1046000.0,15/10/2016,Hobsons Bay
Newport,716000.0,16/04/2016,Hobsons Bay
Newport,740000.0,16/04/2016,Hobsons Bay
Newport,970000.0,16/04/2016,Hobsons Bay
Newport,735000.0,16/04/2016,Hobsons Bay
Newport,762000.0,16/07/2016,Hobsons Bay
Newport,485000.0,16/07/2016,Hobsons Bay
Newport,950000.0,16/07/2016,Hobsons Bay
Newport,1280000.0,16/07/2016,Hobsons Bay
Newport,1040000.0,17/09/2016,Hobsons Bay
Newport,922000.0,17/09/2016,Hobsons Bay
Newport,2415000.0,17/09/2016,Hobsons Bay
Newport,1115000.0,18/03/2017,Hobsons Bay
Newport,1675000.0,18/03/2017,Hobsons Bay
Newport,1176000.0,18/06/2016,Hobsons Bay
Newport,1265000.0,18/06/2016,Hobsons Bay
Newport,801000.0,18/06/2016,Hobsons Bay
Newport,1185000.0,19/11/2016,Hobsons Bay
Newport,770000.0,19/11/2016,Hobsons Bay
Newport,1200000.0,19/11/2016,Hobsons Bay
Newport,993000.0,22/05/2016,Hobsons Bay
Newport,901000.0,22/05/2016,Hobsons Bay
Newport,650000.0,22/05/2016,Hobsons Bay
Newport,891500.0,22/08/2016,Hobsons Bay
Newport,3420000.0,22/08/2016,Hobsons Bay
Newport,805000.0,23/04/2016,Hobsons Bay
Newport,680000.0,23/04/2016,Hobsons Bay
Newport,827500.0,24/09/2016,Hobsons Bay
Newport,793000.0,24/09/2016,Hobsons Bay
Newport,988000.0,24/09/2016,Hobsons Bay
Newport,747000.0,24/09/2016,Hobsons Bay
Newport,910000.0,24/09/2016,Hobsons Bay
Newport,896000.0,24/09/2016,Hobsons Bay
Newport,890000.0,25/02/2017,Hobsons Bay
Newport,1199000.0,25/02/2017,Hobsons Bay
Newport,1100000.0,25/02/2017,Hobsons Bay
Newport,2015000.0,25/02/2017,Hobsons Bay
Newport,930000.0,26/07/2016,Hobsons Bay
Newport,1151000.0,27/06/2016,Hobsons Bay
Newport,820000.0,27/06/2016,Hobsons Bay
Newport,670000.0,27/11/2016,Hobsons Bay
Newport,1040000.0,27/11/2016,Hobsons Bay
Newport,1316000.0,27/11/2016,Hobsons Bay
